,company_name,job_title,job_description,required_skills,job_meta
42,"Lytx, Inc.",Machine Learning Scientist I,"End-to-End development of DL models – prototyping, formulation, data engineering, model training, etc.Implement, debug, and improvise DL models.Develop and optimize cloud/Edge deployment of DL models.Optimize DL models – quantization, model pruning, etc.Other duties as assigned.Bachelor's/MS degree in CS, EE, EC, or related fields Understanding of core ML concepts, and hands on experience with at least 2 DL frameworks like PyTorch/TFStrong analytical & problem-solving skills with fundamental knowledge on relevant math, probability, and algorithmsGood understanding of any low-level programming language like C/C++ Strong teammate who enjoys working in a collaborative, fast-paced team-focused environment","['machine learning', 'problem-solving']","Pune, Maharashtra, India ·   1 week ago1 week ago ·   Over 100 applicants"
43,Evonence,AI/ML Engineer,"As a Customer Engineer, you will work as a machine learning subject matter expert to differentiate Google Cloud to our customers. You will help prospective customers and partners understand the power of Google Cloud, explaining technical features, helping customers design architectures, and problem-solving any potential roadblocks. Additionally, you will help customers to leverage specialized Machine Learning (ML) hardware developed by Google. You will work with customers and product development to shape the platform.Google Cloud accelerates every organization's ability to digitally transform its business and industry. We deliver enterprise-grade solutions that leverage Google's cutting-edge technology, and tools that help developers build more sustainably.Responsibilities • Work with the team to identify and qualify business opportunities, understand key customer technical objections and develop the strategy to resolve technical blockers. • Provide machine learning expertise to support the technical relationship with Google's customers, including product and solution briefings, proof-of-concept work, and partner directly with product management to prioritize solutions impacting customer adoption to Google Cloud. • Work with customers to demonstrate and prototype Google Cloud product integrations in customer/partner environments. • Recommend integration strategies, enterprise architectures, platforms and application infrastructure required to implement a complete solution using best practices on Google Cloud.","['tensorflow', 'python', 'collaboration', 'deep learning', 'machine learning', 'r']","Serilingampalli, Telangana, India ·   2 weeks ago2 weeks ago ·   Over 100 applicants"
44,Dataquad Inc.,AI/ML,"Manage and direct processes and R&D (research and development) to meet the needs of our AI strategyUnderstand company and client challenges and how integrating AI capabilities can help lead to solutionsLead cross-functional teams in identifying and prioritizing key areas of a partner’s business where AI solutions can drive significant business benefitAnalyze and explain AI and machine learning (ML) solutions while setting and maintaining high ethical standardsAdvise C-suite executives and business leaders on a broad range of technology, strategy, and policy issues associated with AIWork on functional design, process design (including scenario design, flow mapping), prototyping, testing, training, and defining support procedures, in collaboration with an advanced engineering team and executive leadershipArticulate and document the solutions architecture and lessons learned for each exploration and accelerated incubationManage a team in conducting assessments of the AI and automation market and competitor landscapeServe as liaison between stakeholders and project teams, delivering feedback and enabling team members to make necessary changes in product performance or presentationTwo or more years of experience in applying AI to practical and comprehensive technology solutionsExperience with ML, deep learning, TensorFlow, Python, NLPExperience in program leadership, governance, and change enablementKnowledge of basic algorithms, object-oriented and functional design principles, and best-practice patternsExperience in REST API development, NoSQL database design, and RDBMS design and optimizationsBachelor’s or master's degree in computer science or related fieldExperience with innovation acceleratorsExperience with cloud environments",['programming'],"Gurugram, Haryana, India ·   1 week ago1 week ago ·   Over 100 applicants"
45,Ecom Express Limited,Data Scientist,"Role-Operations Research Scientist 2/ Senior Operations Research Scientist Experience Required-1-5 yrs Location- GurgaonRole & Responsibilities:  1. Develop scalable solutions that help create business value and drive the operations seamlessly 2. Drive network efficiency using Applied Operations Research tools (Mixed Integer Linear Programming, Metaheuristics, Simulations, Scenario Analysis) 3. Work on facility location problem of hubs and distribution centers, vehicle routing problems for mid mile and last mile operations, turn-around-time studies  Skills: 1. Experience with any one of the solvers: CPLEX, Gurobi, GLPK, Google OR tools, Pyomo framework  2. Mathematical formulations of complex business problems  3. Good problem solving ability","['keras', 'pytorch', 'mlflow', 'aws', 'optimization', 'deep learning', 'gcp', 'machine learning', 'tensorflow', 'azure', 'data modeling']","Bengaluru, Karnataka, India ·   4 days ago4 days ago ·   Over 100 applicants"
46,Nykaa,Machine Learning Engineer,"About TeamOur team actively engages in developing recommendation engines for all Nykaa platforms. As an ML Engineer, you have to build a Machine Learning platform which enhances productivity, and increases the speed at which the Machine learning team delivers outcomes. You are expected to participate in building a robust, scalable and maintainable ML Platforms like ML feature stores, ML development utilities, ML deployment, and observability tools(MLOps).What You Will Do:Build, and contribute to ML platforms like feature stores, ML deployment infrastructureBring industry best practices of MLOps and continuously improve the MLOps pipeline to be the best.Automating machine learning deploymentBuilding systems for monitoring all components of ML pipelinesIdentifying and creating modules to implement ML components which are common to multiple ML pipelinesImplementation of MLOps framework and governance.Actively contribute in peer code reviews and ensure best practices are followed in ML developmentSkillsMinimum 3 years of relevant experienceHave a sound understanding of data modeling pipelines, optimization techniques, and prevalent ML architectures (Databricks, Airflow and MLFlow).Experience with frameworks such as TensorFlow, Keras, PyTorch, and Scikit-LearnSolid understanding of cloud platforms (AWS, GCP, AZURE) and experience in deploying the models in cloud architectures.Knowledge of software testing, deployment and maintenanceWork closely with cross-functional teams to design, deploy, and improve scalable machine learning modelsExperience on Search, Ranking, Relevance, Recommendations is highly preferredKnowledge of PySpark and visualization tools like GrafanaModerate background in machine learning and deep learning","['sql', 'statistics', 'python', 'big data', 'machine learning']","Bengaluru, Karnataka, India ·   1 week ago1 week ago ·   Over 100 people clicked Apply"
47,Groww,Machine Learning Engineer - Credit Risk,"About GrowwWe are a passionate group of people focused on making financial services accessible to every Indian through a multi-product platform. Each day, we help millions of customers take charge of their financial journey. Customer obsession is in our DNA. Every product, every design, and every algorithm down to the tiniest detail is executed keeping the customers’ needs and convenience in mind. Our people are our greatest strength. Everyone at Groww is driven by ownership, customer-centricity, integrity, and the passion to constantly challenge the status quo.Are you as passionate about defying conventions and creating something extraordinary as we are? Let’s chat.Our VisionEvery individual deserves the knowledge, tools, and confidence to make informed financial decisions. At Groww, we are making sure every Indian feels empowered to do so through a cutting-edge multi-product platform offering a variety of financial services.Our long-term vision is to become the trusted financial partner for millions of Indians.Our ValuesOur culture enables us to be what we are — India’s fastest-growing financial services company. Everyone at Groww enjoys the autonomy and flexibility to bring their best work to the table, as well as craft a promising career for themselves.The values that form our foundation are:Radical customer centricityOwnership-driven cultureKeeping everything simpleLong-term thinkingComplete transparencyKey Responsibilities:• Responsible for solving business problems using data science in the credit risk domain.• Work closely with the credit risk team to formulate risk policies and build scorecards.• Mentor and guide junior team members in achieving data science outcomes and handling multiple initiatives.• Discuss and work with the credit business and risk leadership team to align and work on key focus areas.• Follow industry best practices, and stay up to date with the latest machine learning techniques forimplementation in ongoing projects.• Participate in internal technical councils and represent the organization in forums that involvethe community of data scientists across industry and academia.• Promote and support company policies, procedures, mission, values, and standards of ethics andintegrity.Skills And Expertise:Experience: 2 to 4 Years• Mandatory experience in model development in credit risk (acquisition, behavior, and collections scorecard) for retail credit products.• Know-how of credit risk management and usage of risk policies.• Knowledge of Bureau data and other alternate data sources, a strong foundation of machine learning and statistics for building credit scorecards.• Strong Python coding skills.• Ability to work in a big data ecosystem - knowledge of SQL/Big query.• Strong ability to understand the business and good stakeholder management capabilities and has mentored data scientists in developing ML solutions.• Experience playing the role of full-stack data scientist and taking solutions to production.• Education/Qualification: Any Graduate/PG.","['programming', 'keras', 'pytorch', 'python', 'computer vision', 'object detection', 'data augmentation', 'feature engineering', 'problem-solving', 'deep learning', 'mathematics', 'machine learning', 'software development', 'tensorflow', 'gans']","Chennai, Tamil Nadu, India ·   1 week ago1 week ago ·   Over 100 people clicked Apply"
48,Zocket,Machine Learning Engineer,"About UsFounded in 2021, Zocket leverages GenAI to enable businesses to effortlessly create and launch ads in seconds. With Zocket, businesses can manage ads across channels like Facebook, Instagram, Google and WhatsApp in a single platform.Zocket's proprietary world-class tech stack is built with cutting edge Machine learning and Artificial intelligence capabilities. Zocket is founded by IIM Grad second time entrepreneurs and has raised $3.5 million to date from marquee investors including Kalaari capital. Zocket's mission is to transform how businesses leverage digital marketing to acquire new customers and grow their business. Zocket's primary markets are USA, Canada and India.Zocket is proud to be building for the Globe from India .What's expected from you?Design, develop, and implement cutting-edge machine learning models and algorithms for Generative AI and Computer Vision applications, focusing on areas such as image generation, style transfer, and image synthesis.Conduct in-depth research and experimentation to explore novel techniques in deep learning and generative models (e.g., GANs, VAEs) to generate realistic and diverse visual content.Utilize computer vision techniques including object detection, segmentation, and tracking to develop robust and accurate models for various applications.Preprocess and analyze large-scale datasets, ensuring data quality, applying data augmentation techniques, and implementing appropriate feature engineering strategies.Optimize and fine-tune machine learning models to improve performance, efficiency, and scalability, utilizing techniques such as model compression, pruning, and quantization.Stay up-to-date with the latest advancements in machine learning, generative AI, and computer vision, actively participating in conferences, workshops, and research forums.Participate in code reviews, provide constructive feedback, and promote best practices in software development and machine learning engineering.You'll be a fit if you have:a Bachelor's, Master's, or PhD degree in Computer Science, Engineering, Mathematics, or a related field.extensive experience in developing and deploying machine learning models for Generative AI and Computer Vision applications.proficiency in Python programming language and solid familiarity with frameworks and libraries such as TensorFlow, PyTorch, Keras, and OpenCV.strong knowledge of computer vision techniques, including object detection, segmentation, tracking, and image synthesis.strong analytical and problem-solving skills, with the ability to explore and experiment with innovative solutions for complex generative AI and computer vision challenges.","['machine learning', 'problem-solving']","Pune, Maharashtra, India ·   1 week ago1 week ago ·   Over 100 applicants"
49,Evonence,AI/ML Engineer," As a Customer Engineer, you will work as a machine learning subject matter expert to differentiate Google Cloud to our customers. You will help prospective customers and partners understand the power of Google Cloud, explaining technical features, helping customers design architectures, and problem-solving any potential roadblocks. Additionally, you will help customers to leverage specialized Machine Learning (ML) hardware developed by Google. You will work with customers and product development to shape the platform.Google Cloud accelerates every organization's ability to digitally transform its business and industry. We deliver enterprise-grade solutions that leverage Google's cutting-edge technology, and tools that help developers build more sustainably.Responsibilities • Work with the team to identify and qualify business opportunities, understand key customer technical objections and develop the strategy to resolve technical blockers. • Provide machine learning expertise to support the technical relationship with Google's customers, including product and solution briefings, proof-of-concept work, and partner directly with product management to prioritize solutions impacting customer adoption to Google Cloud. • Work with customers to demonstrate and prototype Google Cloud product integrations in customer/partner environments. • Recommend integration strategies, enterprise architectures, platforms and application infrastructure required to implement a complete solution using best practices on Google Cloud.","['programming', 'statistics', 'python', 'data visualization', 'critical thinking', 'problem-solving', 'creativity.', 'mathematics', 'statistical analysis', 'machine learning', 'r']",India ·   5 months ago5 months ago ·   Over 100 applicants
50,Dreamwave AI,Data Scientist,"Dreamwave AI is an AI research lab that provides next-gen creative tools powered by AI to augment human creativity. The company is dedicated to pushing the boundaries of Artificial Intelligence and Machine Learning in order to create new ways of thinking about creativity.This is a full-time remote role for a Data Scientist at Dreamwave AI. The Data Scientist will be responsible for analyzing large datasets to identify patterns and trends in data. The role will also involve designing and implementing statistical models to solve business problems, and presenting findings to stakeholders in a clear and concise manner.Data Science and Statistical analysis skillsData Analytics and Data Visualization skillsData Analysis skillsStrong problem-solving and critical thinking skillsAbility to work independently and remotelyBachelor’s degree in Computer Science, Statistics, Mathematics, or a related fieldExperience in Machine Learning and/or Artificial Intelligence is a plusStrong programming skills in Python or R","['sql', 'python', 'cloud computing', 'aws', 'problem-solving', 'git', 'gcp', 'version control', 'r', 'azure']","Bengaluru, Karnataka, India ·   2 weeks ago2 weeks ago ·   Over 100 applicants"
51,MEDGENOME,Bioinformatics Engineer,"Find your next role with MedGenome Labs Ltd. We are the market leader in clinical genomic space in India and offers a comprehensive rangeof diagnostic servicesto doctors and researchers. We operate the largest CAP accredited Next Generation Sequencing (NGS) lab in Southeast Asia housing cutting-edge genome sequencing platforms. MedGenome is the founding member of GenomeAsia 100K, an initiative to sequence 100,000 Genomes in Asia.We have an exciting opportunity for the position of Bioinformatics Engineer in Bengaluru location. It is a full time and work from office opportunity.Skills and Experience Required:2+ years of experience working in the areas of Bioinformatics.2+ years of experience writing coding in Python, R, SQL, Shell scripting, git.Expertise with Linux command-line based tools and bash scripting.Expertise with use of version control systems.Familiarity with Nextflow or similar framework is a plus.Ability to debug and optimize codes and program.Demonstrated ability for writing readable, testable, and SOLID code.Experience using HPC/cloud computing environments (AWS, Azure, GCP) is a plus.Systematic problem-solving approach coupled with strong verbal and written communicationskills, and a sense of ownership and drive.An ideal candidate is self-motivated, and can learn and work independently.Educational Qualification:Masters or Phd in Bioinformatics/Computational Biology or similar education.If you are interested in this position, please click the APPLY NOW button for immediate employment consideration. We regret that due to volume of response, we can only contact initial successful applicants. If you have not heard from us within 7 days, then your application has been unsuccessful.",[],"Hyderabad, Telangana, India ·   Reposted 6 days ago 6 days ago ·   Over 100 people clicked Apply"
52,Qualcomm,Machine Learning Engineer," Bachelor's degree in Engineering, Information Systems, Computer Science, or related field.","['sql', 'spark', 'collaboration', 'hugging face transformers', 'big data technologies', 'unsupervised learning', 'scikit-learn', 'power bi', 'transformers', 'aws', 'data analysis', 'reinforcement learning', 'tableau', 'classification', 'matplotlib', 'mathematics', 'machine learning', 'tensorflow', 'r', 'programming', 'keras', 'statistics', 'python', 'etl', 'communication skills', 'data visualization', 'problem-solving', 'azure', 'pytorch', 'hadoop', 'xgboost', 'nlp', 'optimization', 'big data', 'deep learning', 'bi', 'project management']","Bengaluru, Karnataka, India ·   6 days ago6 days ago ·   Over 100 applicants"
53,Weekday (YC W21),Data Scientist,"NLP Model Development: Design, develop, and implement NLP models and algorithms to extract insights from unstructured text data. Utilize techniques such as text classification, named entity recognition, sentiment analysis, and topic modeling.Data Analysis and Processing: Clean, preprocess, and analyze large datasets to derive meaningful patterns and trends. Implement data extraction, transformation, and loading (ETL) processes to ensure data quality and integrity.Machine Learning and AI: Apply machine learning techniques to build predictive models and enhance NLP capabilities. Continuously improve model accuracy and performance through experimentation and iteration.Collaboration and Communication: Work closely with data engineers, software developers, and business stakeholders to understand requirements and deliver actionable insights. Communicate complex technical concepts to non-technical audiences.Research and Innovation: Stay up-to-date with the latest advancements in NLP and machine learning. Propose and implement innovative solutions to improve existing processes and develop new applications.Performance Monitoring and Optimization: Monitor the performance of NLP models and systems in production. Optimize models for efficiency, scalability, and reliability.Documentation and Reporting: Maintain comprehensive documentation of models, algorithms, and processes. Prepare and present reports, visualizations, and dashboards to communicate findings and recommendations.Education: Bachelor’s degree in Computer Science, Data Science, Statistics, Mathematics, or a related field. Master’s degree or Ph.D. is preferred.Technical Proficiency: Strong programming skills in Python or R. Experience with NLP libraries and frameworks such as NLTK, SpaCy, TensorFlow, PyTorch, and Hugging Face Transformers. Proficiency in SQL and working with large datasets.Machine Learning Expertise: Deep understanding of machine learning algorithms, including supervised and unsupervised learning, deep learning, and reinforcement learning. Experience with ML frameworks such as Scikit-learn, Keras, and XGBoost.Analytical Skills: Excellent analytical and problem-solving abilities. Ability to derive insights from complex and diverse data sources.Communication Skills: Strong verbal and written communication skills. Ability to effectively communicate technical findings to both technical and non-technical stakeholders.Project Management: Experience managing data science projects, from conceptualization and development to deployment and monitoring. Ability to work independently and as part of a team in a fast-paced environment.Experience with cloud platforms such as AWS, Google Cloud, or Azure.Knowledge of big data technologies such as Hadoop, Spark, and Kafka.Familiarity with data visualization tools such as Tableau, Power BI, or Matplotlib.Previous experience in a startup or fast-paced environment.","['regression', 'programming', 'deep learning', 'data analysis', 'machine learning']","Hyderabad, Telangana, India ·   4 days ago4 days ago ·   Over 100 people clicked Apply"
54,Medtronic,AI/Data Science Eng I,"In new product design roles: develops and programs integrated software algorithms to structure, analyze and leverage data in product and systems applications in both structured and unstructured environments.Develops and communicates descriptive, diagnostic, predictive and prescriptive insights/algorithms.In product/systems improvement projects: uses machine language and statistical modeling techniques such as decision trees, logistic regression, Bayesian analysis and others to develop and evaluate algorithms to improve product/system performance, quality, data management and accuracy.In both theoretical development environments and specific product design, implementation and improvement environments, uses current programming language and technologies to translate algorithms and technical specifications into code.Completes programming and implements efficiencies, performs testing and debugging.Completes documentation and procedures for installation and maintenance.Applies deep learning technologies to give computers the capability to visualize, learn and respond to complex situations.Adapts machine learning to areas such as virtual reality, augmented reality, artificial intelligence, robotics and other products that allow users to have an interactive experience.Can work with large scale computing frameworks, data analysis systems and modeling environments.214.2(h)( 4)(iii)(A), 0 years of experience required.","['sql', 'statistics', 'python', 'statistical analysis', 'machine learning']","Bengaluru, Karnataka, India ·   4 days ago4 days ago ·   Over 100 people clicked Apply"
55,GoTo Group,Data Scientist,"Translate business concerns into technical problems that can be addressed using data science and machine learning techniques.Collaborate with product managers, machine learning engineers, and business users to develop and deploy data science solutions.Prototype and deploy data science models, ensuring they are scalable and maintainable in a production environment.Partner with business teams to continuously improve systems to meet Gojek’s evolving needs.Analyze large datasets to generate actionable insights.Design and conduct experiments to measure the impact of machine learning models and product features in the Marketplace TeamBachelor’s or Master’s Degree in Computer Science, Statistics, Operations Research, or a related quantitative field, with at least 1-2 years of relevant experience.Hands-on experience with statistics, machine learning fundamentals, and proficiency in Python, SQL, and basic visualization tools.Strong understanding of data science and machine learning fundamentals, with the ability to formulate solutions to business problems.Ability to write clear and concise technical documentation.Experience in taking data science models from development to production.Competence in conducting independent analysis, including data manipulation, hypothesis formulation, and statistical analysis of experiments.","['sql', 'statistics', 'python', 'mathematics', 'statistical analysis', 'machine learning']","Gurugram, Haryana, India ·   Reposted 1 week ago 1 week ago ·   Over 100 applicants"
56,Trexquant Investment LP,Data Scientist (INDIA),"As a member of the Data team at Trexquant, you will be involved in parsing and analyzing large data sets, working on discovering and obtaining new sources of data, and collaborating with the Alpha and Strategy Research team to build predictive machine learning models.ResponsibilitiesExplore and learn about a wide range of data sets that are used to develop signals for systematic quantitative strategiesDevelop a framework to automatically download and monitor hundreds of data sources that are vital to our trading and researchCreate data visualizations to gain insight on large data sets, such as order-by-order tick data, present findings and resultsResearch and implement machine learning techniques to identify patterns in large data sets and create new derived variablesA degree in a technical discipline (computer science, mathematics, statistics, physics, etc.)Experience with statistical analysis and managing of large data setsKnowledge of Linux, Bash, Python, and SQL DatabaseAbility to work independently and take projects to completion, quickly learn new systems, think creatively and pay attention to detailsCompetitive compensation, with opportunity for outstanding monetary successWork in a collaborative and friendly environment, participate in decision-making process for research direction, and have opportunity to lead on new ideas",[],"Bengaluru, Karnataka, India ·   Reposted 4 days ago 4 days ago ·   Over 100 people clicked Apply"
57,Accenture in India,Machine Learning-AI / ML Engineer,,"['sql', 'pytorch', 'python', 'data pipelines', 'deep learning', 'git', 'machine learning', 'tensorflow']","Gurgaon, Haryana, India ·   Reposted 2 weeks ago 2 weeks ago ·   Over 100 people clicked Apply"
58,Tower Research Capital,ML Engineer,"Developing data pipelines for collecting, processing, and analyzing diverse datasets.Design and implement deep learning architectures for large volumes of data.Conduct experiments and tests to evaluate model performance.Contribute to optimizing and fine-tuning existing machine learning models.Build pipelines for monitoring, managing and constantly improving production ML/DL models.A bachelor’s, master's, or PhD (complete) degree or equivalent from a top university, with 2-6 years of experience.Prior experience with training, building, and deploying large scale deep learning models is mandatory.Prior experience designing and implementing sequence and time series models is required.Experience with Git, CI/CD pipelines and MLOps for automating model deployments.Skilled in using Linux, SQL, Git, and BASH scripting.Strong knowledge of Python and hands-on (Pytorch/Tensorflow).Competitive salary and performance-based bonuses5 weeks of paid vacation per yearBreakfast, lunch, dinner, and snacks on a daily basisCab facility within GurgaonHealth club allowances","['programming', 'pytorch', 'python', 'cloud computing', 'collaboration', 'communication skills', 'cnns', 'problem-solving', 'optimization', 'gans', 'data analysis', 'time series analysis', 'machine learning', 'tensorflow', 'rnns']","Bengaluru, Karnataka, India ·   3 weeks ago3 weeks ago ·   58 applicants"
59,NextHire,Machine Learning - Computer Vision and Signal Processing,"Custom ML Model Development: Design and build custom machine learning models from scratch, tailored to specificAdvanced ML Techniques: Apply advanced machine learning techniques, including time series analysis, CNNs, RNNs, GANs,Data Analysis and Processing: Perform sophisticated data analysis and preprocessing to prepare datasets for machine learningMLOps and Model Deployment: Implement MLOps practices to streamline the deployment of machine learning models intoPerformance Optimization: Continuously monitor and optimize ML models to improve accuracy and efficiency.Cross-functional Collaboration: Work closely with product development, engineering, and data science teams to integrate MLResearch and Innovation: Stay abreast of the latest developments in machine learning and signal processing to drive innovationBachelors/Masters in Engineering in Computer Science, Data Science, Electrical Engineering, or a related field focusing onProven experience building custom ML models for digital signal processing, audio signal analysis, and accelerometer dataStrong knowledge of time series-based machine learning, CNNs, RNNs, GANs, LLMs, and low-rank adaptation techniques.Experience with MLOps practices and deploying machine learning models in production environments.Proficiency in machine learning frameworks (e.g., TensorFlow, PyTorch) and programming languages (e.g., Python).Excellent analytical, problem-solving, and communication skills.Experience in pet wellness or related industries.Familiarity with IoT device data processing and analysis.Knowledge of cloud computing platforms and services for ML deployment.","['python', 'collaboration', 'gpt', 'snowflake', 'pandas', 'numpy', 'problem-solving', 'natural language processing', 'data analysis', 'creativity.', 'machine learning', 'version control']","Gurugram, Haryana, India ·   3 days ago3 days ago ·   Over 100 people clicked Apply"
60,Siemens Energy,Data Scientist,"Implement and improve a Q&A chat system that utilizes the capabilities of large language models like e.g. GPT for an existing application.Work with cross-functional teams to integrate the Q&A chat system into the application and ensure its compatibility and usability.Perform data analysis and machine learning tasks to optimize the Q&A system for accuracy, relevance, and efficiency.Monitor and evaluate the Q&A system and make necessary improvements based on user feedback and metrics.Research and apply the latest advancements in natural language processing and machine learning to enhance the Q&A chat system.Advanced degree in Computer Science, Informatics, or a related field.Strong experience in the fields of natural language processing and machine learning.Familiarity with language models like GPT, Mistral, etc.Proficiency in Python and experience with libraries like Langgraph, LangChain, Numpy, Pandas, ScikitLearn, etc.Experience with version control systems like GitLabExperience with Snowflake is a plus.Excellent problem-solving and analytical skills.Strong communication and collaboration skills.Under our motto #BetterTogether, we offer our employees the opportunity to work flexibly and remotely. But our offices also leave nothing to be desired and offer space for inspiring collaboration and creativity.Our people are our most valuable asset. We in Siemens Energy care for your good health & wellbeing. Accordingly, we offer ‘Home Collection based Preventive Health Check-up’ to our employees and their family.The professional and personal development of our employees is very important to us. We give them the opportunity to learn and develop in a self-determined way. Various attractive programmes and measures are available for this purpose.Flexi Pay empowers employees with the choice to customize the amount in some of the salary components within a defined range thereby optimizing the tax benefits. Accordingly, each employee is empowered to decide on the best Possible net income out of the same fixed individual base pay on a monthly basis.","['programming', 'python', 'collaboration', 'problem-solving', 'tensorflow']",India ·   5 months ago5 months ago ·   Over 100 applicants
61,Dreamwave AI,Prompt Engineer,"About DreamwaveDreamwave is an AI research lab founded by AI researchers from Google Brain, Meta, and MIT. We harness AI to make practical and creative tools for everyone around the world. Our flagship product is our AI headshots product, which is used by thousands of job seekers who need affordable new LinkedIn headshots: https://www.dreamwave.ai/ai-headshotsPrompt EngineerWe are a generative AI startup looking for a highly motivated and skilled prompt engineer to join our team. As a prompt engineer, you will be responsible for developing and refining prompts for our AI models. You will work closely with our data science and engineering teams to design and implement innovative solutions that drive our AI systems forward.ResponsibilitiesDevelop and refine prompts for our AI modelsWork collaboratively with data science and engineering teams to integrate prompts into our AI systemsAnalyze and optimize prompt performanceStay up to date with the latest advancements in AI and machine learningQualificationsBachelor's degree in computer science, engineering, or a related fieldExperience in developing and refining prompts for AI modelsStrong programming skills in Python, TensorFlow, and PyTorchStrong analytical and problem-solving skillsExcellent communication and collaboration skillsIf you are passionate about driving innovation in the AI space and want to work in a dynamic startup environment, we would love to hear from you!","['python', 'scikit-learn', 'communication skills', 'nlp', 'deep learning', 'machine learning', 'tensorflow']","Bengaluru, Karnataka, India ·   2 days ago2 days ago ·   Over 100 applicants"
62,People Prime Worldwide,AI/ML,"Ten or more years of experience in applying AI/ML to practical and comprehensive technology solutionsExperience with ML, deep learning, TensorFlow, Python, NLPExperience in REST API development, NoSQL database design, and RDBMS design and optimizationsProficiency with a deep learning framework such as TensorFlow or KerasProficiency with Python and basic libraries for machine learning such as scikit-learn and pandasExpertise in visualizing and manipulating big datasetsAbility to select hardware to run an ML model with the required latencyHands-on experience in ML Model & Algorithm designers, NLP, Transformer and Deep Learning experience, ML Model Training & Fine-tuning experience, AI Prompt Engineering experience.Good to have knowledge on Generative AI areaGood knowledge of current/emerging technologies and trendsExcellent written and verbal communication skills. Should be able to convey thoughts and information clearlyInterested in bringing innovation in regular work.","['programming', 'statistics', 'python', 'problem-solving', 'mathematics', 'r', 'data mining']","Vadodara, Gujarat, India ·   3 days ago3 days ago ·   Over 100 people clicked Apply"
63,NielsenIQ,Data Scientist,"Sample Design, Universe Estimation and other design-related projects for the Retail Index Identification of quality risks and follow up on solutions Engagement with stakeholders on scope, execution, data exchange and outcomes for assigned projects Expert-level analysis of results and presentations with insights Team work in virtual multi-country environment requiring effective communication with colleagues located in various countries Usage of dedicated software supported by ad hoc programming and data mining Identification of opportunities for innovations and tools development in the dynamic work environment Analysis of processes within the area of responsibilities with recommendations on improvements Master’s degree in Mathematics, Statistics, Economics, Operations Research or related fields Knowledge of Microsoft Office applications Competency in at least one programming language (Python or R) Organizational skills to manage projects (time management, prioritization, deadlines) Ability to engage and communicate effectively Strong analytical and problem-solving skills Good command of English Eagerness to continuously learn and adapt to changing technologies and tools Work experience in FMCG, Market research, consumer research or similar industries Knowledge of statistical inference and survey-based research Enjoy a flexible and rewarding work environment with peer-to-peer recognition platforms. Recharge and revitalize with help of wellness plans made for you and your family. Plan your future with financial wellness tools. Stay relevant and upskill yourself with career development opportunitiesFlexible working environmentVolunteer time offLinkedIn LearningEmployee-Assistance-Program (EAP)","['pytorch', 'spark', 'python', 'collaboration', 'hadoop', 'nlp', 'natural language processing', 'deep learning', 'machine learning', 'tensorflow']","Mumbai, Maharashtra, India ·   Reposted 2 days ago 2 days ago ·   Over 100 people clicked Apply"
64,JPMorganChase,Applied Artificial Intelligence & Machine Learning Associate,"Interact with very large datasets from different businesses in the financial domain currently not available anywhere else.Write production-ready code and work with tech teams to ensure your ML solution is deployable at scale across multiple lines of business.Develop products that can change how corporate and investment banking is done today.Research and develop innovative ML based solutions to some of cross-functions and operations hardest problems.Build robust data science capabilities which can be scaled across multiple business use cases.Collaborate with software engineering teams to design, deploy, and maintain production-grade ML models that can be integrated with strategic systems.Research and analyze large data sets using a variety of statistical and machine learning techniques.Communicate AI capabilities and results to both technical and non-technical audiences.Document approaches taken, techniques used, and processes followed to comply with industry regulation.Bachelors/Masters degree or PhD in a quantitative or computational disciplineConsiderable commercial experience in line with a capable individual contributor; developing and deploying data science and ML capabilities in production at scale.Strong Python development and debugging skills. Capable to develop high quality reusable code that can be leveraged from a larger group of data scientists to solve a broad spectrum of business use cases.Ability to work both individually and in collaboration with others, and to mentor more junior team members.Ability to work in agile cross-functional and operations teams and drive deliverable outcomes.Ability to work with non-specialists in a partnership model, conveying information clearly and creates a sense of trust with stakeholders.Experience with deep learning frameworks (pytorch, tensorflow) Experience with big-data technologies (Spark, Hadoop) or distributed computation frameworks (Dask, Modin)Hands on experience with Natural Language Processing (NLP) and Large Language Models (LLMs)Experience of creating and deploying microservicesKnowledge of MLOps concepts (CI/CD, versioning, reproducibility, observability) and development best practices","['pytorch', 'statistics', 'python', 'gpt', 'aws', 'problem-solving', 'deep learning', 'software development', 'tensorflow']","Bengaluru, Karnataka, India ·   1 week ago1 week ago ·   Over 100 applicants"
